query_id,template_id,params
1a2768.sql,22,"{""N_SSS_A"": ""('7')"", ""N_SSS_B"": ""('2')"", ""N_SSS_C"": ""('LAB:Boyana Film Laboratory, Sofia, Bulgaria',\n                    'LAB:Movielab, USA',\n                    'LAB:Rank Film Laboratories, Denham, UK',\n                    'OFM:Live',\n                    'PCS:Techniscope',\n                    'PFM:35 mm',\n                    'PFM:Video',\n                    'RAT:1.33 : 1')"", ""N_SSS_D"": ""('Black and White',\n                    'Color')"", ""N_SSS_E"": ""('episode',\n                   'movie',\n                   'tv movie',\n                   'tv series',\n                   'video movie')"", ""N_SSS_F"": ""('costume designer',\n                   'director',\n                   'guest',\n                   'production designer')"", ""N_SSS_G"": ""('f')"", ""###_A"": ""1990"", ""###_B"": ""1950""}"
1a2734.sql,22,"{""N_SSS_A"": ""('4')"", ""N_SSS_B"": ""('7')"", ""N_SSS_C"": ""('Bengali',\n                    'Croatian',\n                    'Dutch',\n                    'English',\n                    'Estonian',\n                    'Filipino',\n                    'Hindi',\n                    'Japanese',\n                    'Korean',\n                    'Polish',\n                    'Portuguese',\n                    'Spanish')"", ""N_SSS_D"": ""('LAB:Kinuta Laboratories, Tokyo, Japan',\n                    'LAB:Laboratoires \u00c9clair, Paris, France',\n                    'OFM:Redcode RAW',\n                    'RAT:4:3 Letterbox',\n                    'RAT:4:3')"", ""N_SSS_E"": ""('movie',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_F"": ""('director',\n                   'guest')"", ""N_SSS_G"": ""('m')"", ""###_A"": ""2015"", ""###_B"": ""1925""}"
1a2529.sql,22,"{""N_SSS_A"": ""('6')"", ""N_SSS_B"": ""('3')"", ""N_SSS_C"": ""('4-Track Stereo',\n                    '70 mm 6-Track',\n                    'Dolby Digital',\n                    'Dolby SR',\n                    'Dolby',\n                    'Mono',\n                    'Silent',\n                    'Stereo',\n                    'Ultra Stereo')"", ""N_SSS_D"": ""('Action',\n                    'Adult',\n                    'Adventure',\n                    'Biography',\n                    'Documentary',\n                    'Horror',\n                    'Sci-Fi',\n                    'Sport',\n                    'Thriller',\n                    'Western')"", ""N_SSS_E"": ""('episode',\n                   'movie',\n                   'video game',\n                   'video movie')"", ""N_SSS_F"": ""('actress',\n                   'guest',\n                   'producer',\n                   'writer')"", ""N_SSS_G"": ""('f')"", ""###_A"": ""1990"", ""###_B"": ""1950""}"
1a2658.sql,22,"{""N_SSS_A"": ""('7')"", ""N_SSS_B"": ""('2')"", ""N_SSS_C"": ""('LAB:Technicolor',\n                    'OFM:Digital',\n                    'PCS:Super 16',\n                    'RAT:1.78 : 1 / (letterbox)',\n                    'RAT:2.20 : 1')"", ""N_SSS_D"": ""('Black and White',\n                    'Color')"", ""N_SSS_E"": ""('movie',\n                   'tv movie',\n                   'tv series',\n                   'video movie')"", ""N_SSS_F"": ""('actress',\n                   'composer',\n                   'director',\n                   'editor',\n                   'writer')"", ""N_SSS_G"": ""('f')"", ""###_A"": ""2015"", ""###_B"": ""1975""}"
1a2583.sql,22,"{""N_SSS_A"": ""('2')"", ""N_SSS_B"": ""('6')"", ""N_SSS_C"": ""('Black and White',\n                    'Color')"", ""N_SSS_D"": ""('70 mm 6-Track',\n                    'Mono',\n                    'Silent',\n                    'Stereo')"", ""N_SSS_E"": ""('episode',\n                   'movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_F"": ""('writer')"", ""N_SSS_G"": ""('f',\n                    'm')"", ""###_A"": ""1990"", ""###_B"": ""1950""}"
1a2900.sql,22,"{""N_SSS_A"": ""('5')"", ""N_SSS_B"": ""('4')"", ""N_SSS_C"": ""('Canada:PG',\n                    'Finland:K-12',\n                    'France:U',\n                    'Iceland:16',\n                    'Portugal:M/12',\n                    'Spain:13',\n                    'USA:Unrated')"", ""N_SSS_D"": ""('Danish',\n                    'Dutch',\n                    'English',\n                    'Finnish',\n                    'French',\n                    'German',\n                    'Hindi',\n                    'Italian',\n                    'Japanese',\n                    'Latin',\n                    'Russian',\n                    'Spanish')"", ""N_SSS_E"": ""('episode',\n                   'movie',\n                   'tv movie',\n                   'video game',\n                   'video movie')"", ""N_SSS_F"": ""('costume designer',\n                   'director',\n                   'producer',\n                   'production designer')"", ""N_SSS_G"": ""('f')"", ""###_A"": ""1975"", ""###_B"": ""1925""}"
1a2616.sql,22,"{""N_SSS_A"": ""('3')"", ""N_SSS_B"": ""('4')"", ""N_SSS_C"": ""('Action',\n                    'Animation',\n                    'Comedy',\n                    'Crime',\n                    'Drama',\n                    'Family',\n                    'Game-Show',\n                    'History',\n                    'Music',\n                    'Mystery',\n                    'Romance',\n                    'Sci-Fi',\n                    'Short',\n                    'Sport',\n                    'War')"", ""N_SSS_D"": ""('Czech',\n                    'Filipino',\n                    'Finnish',\n                    'Georgian',\n                    'Hindi',\n                    'Hungarian',\n                    'Japanese',\n                    'Malayalam',\n                    'Norwegian',\n                    'Polish',\n                    'Russian',\n                    'Serbo-Croatian',\n                    'Spanish')"", ""N_SSS_E"": ""('episode',\n                   'movie',\n                   'tv movie',\n                   'tv series',\n                   'video game')"", ""N_SSS_F"": ""('actress',\n                   'cinematographer',\n                   'editor',\n                   'producer',\n                   'production designer')"", ""N_SSS_G"": ""('f')"", ""###_A"": ""1990"", ""###_B"": ""1950""}"
1a2655.sql,22,"{""N_SSS_A"": ""('18')"", ""N_SSS_B"": ""('2')"", ""N_SSS_C"": ""('CBS Studio 50, New York City, New York, USA',\n                    'CBS Studio Center - 4024 Radford Avenue, Studio City, Los Angeles, California, USA',\n                    'Paris, France',\n                    'Philippines',\n                    'San Francisco, California, USA',\n                    'Stage 7, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA')"", ""N_SSS_D"": ""('Black and White',\n                    'Color')"", ""N_SSS_E"": ""('episode',\n                   'movie',\n                   'tv movie',\n                   'video game')"", ""N_SSS_F"": ""('composer',\n                   'producer',\n                   'production designer')"", ""N_SSS_G"": ""('f')"", ""###_A"": ""1975"", ""###_B"": ""1925""}"
1a2717.sql,22,"{""N_SSS_A"": ""('1')"", ""N_SSS_B"": ""('17')"", ""N_SSS_C"": ""('103',\n                    '114',\n                    '123',\n                    '134',\n                    '136',\n                    '142',\n                    '30',\n                    '77',\n                    '78',\n                    '87',\n                    '92')"", ""N_SSS_D"": ""('Last show of the series.')"", ""N_SSS_E"": ""('episode',\n                   'movie',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_F"": ""('costume designer',\n                   'miscellaneous crew',\n                   'producer',\n                   'writer')"", ""N_SSS_G"": ""('f')"", ""###_A"": ""1990"", ""###_B"": ""1950""}"
1a2967.sql,22,"{""N_SSS_A"": ""('1')"", ""N_SSS_B"": ""('3')"", ""N_SSS_C"": ""('112',\n                    '115',\n                    '120',\n                    '16',\n                    '58',\n                    '64',\n                    '80',\n                    '98',\n                    'USA:17',\n                    'USA:60',\n                    'West Germany:90')"", ""N_SSS_D"": ""('Adult',\n                    'Crime',\n                    'Family',\n                    'Horror',\n                    'War',\n                    'Western')"", ""N_SSS_E"": ""('episode',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_F"": ""('actress',\n                   'editor',\n                   'guest')"", ""N_SSS_G"": ""('f')"", ""###_A"": ""1975"", ""###_B"": ""1875""}"
1a2952.sql,22,"{""N_SSS_A"": ""('1')"", ""N_SSS_B"": ""('18')"", ""N_SSS_C"": ""('102',\n                    '110',\n                    '116',\n                    '20',\n                    'UK:50')"", ""N_SSS_D"": ""('20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA',\n                    'Buenos Aires, Federal District, Argentina',\n                    'CBS Studio Center - 4024 Radford Avenue, Studio City, Los Angeles, California, USA',\n                    'Desilu Studios - 9336 W. Washington Blvd., Culver City, California, USA',\n                    'Hollywood, Los Angeles, California, USA',\n                    'Los Angeles, California, USA',\n                    'Madrid, Spain',\n                    'New York City, New York, USA',\n                    'Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA',\n                    'San Francisco, California, USA',\n                    'Stage 22, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA',\n                    'Stage 3, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA',\n                    'Stage 30, Universal Studios - 100 Universal City Plaza, Universal City, California, USA',\n                    'Toronto, Ontario, Canada',\n                    'Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA')"", ""N_SSS_E"": ""('episode',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_F"": ""('actor',\n                   'actress',\n                   'costume designer',\n                   'producer')"", ""N_SSS_G"": ""('f')"", ""###_A"": ""1990"", ""###_B"": ""1950""}"
1a2547.sql,22,"{""N_SSS_A"": ""('18')"", ""N_SSS_B"": ""('7')"", ""N_SSS_C"": ""('15001 Calvert Street, Van Nuys, Los Angeles, California, USA',\n                    'Atlanta, Georgia, USA',\n                    'Beverly Hills, California, USA',\n                    'Covington, Georgia, USA',\n                    'Culver City, California, USA',\n                    'Elstree Studios, Borehamwood, Hertfordshire, England, UK',\n                    'Istanbul, Turkey',\n                    'Jersey City, New Jersey, USA',\n                    'Liverpool, Merseyside, England, UK',\n                    'Long Island, New York, USA',\n                    'Mumbai, Maharashtra, India',\n                    'Munich, Bavaria, Germany',\n                    'Nashville, Tennessee, USA',\n                    'Old Royal Naval College, Greenwich, London, England, UK')"", ""N_SSS_D"": ""('CAM:Arricam LT, Cooke S4 and Angenieux Optimo Lenses',\n                    'CAM:Arriflex 435, Panavision Primo Lenses',\n                    'LAB:DeLuxe, USA',\n                    'OFM:Redcode RAW',\n                    'OFM:Super 16')"", ""N_SSS_E"": ""('movie',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_F"": ""('actor',\n                   'composer',\n                   'miscellaneous crew',\n                   'production designer',\n                   'writer')"", ""N_SSS_G"": ""('m')"", ""###_A"": ""2015"", ""###_B"": ""1975""}"
1a2698.sql,22,"{""N_SSS_A"": ""('2')"", ""N_SSS_B"": ""('8')"", ""N_SSS_C"": ""('Black and White',\n                    'Color')"", ""N_SSS_D"": ""('Australia',\n                    'France',\n                    'Greece',\n                    'Italy',\n                    'Portugal',\n                    'UK')"", ""N_SSS_E"": ""('movie',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_F"": ""('cinematographer',\n                   'guest',\n                   'producer')"", ""N_SSS_G"": ""('m')"", ""###_A"": ""1990"", ""###_B"": ""1950""}"
1a2515.sql,22,"{""N_SSS_A"": ""('5')"", ""N_SSS_B"": ""('16')"", ""N_SSS_C"": ""('Argentina:16',\n                    'Iceland:14',\n                    'India:U',\n                    'Mexico:A',\n                    'Norway:10',\n                    'Norway:15',\n                    'Peru:18',\n                    'South Korea:18',\n                    'UK:15',\n                    'USA:Unrated',\n                    'West Germany:12',\n                    'West Germany:16')"", ""N_SSS_D"": ""('Peru:1987',\n                    'Peru:1988',\n                    'Peru:1989')"", ""N_SSS_E"": ""('episode',\n                   'movie',\n                   'tv movie',\n                   'tv series',\n                   'video game')"", ""N_SSS_F"": ""('production designer')"", ""N_SSS_G"": ""('m')"", ""###_A"": ""1990"", ""###_B"": ""1950""}"
1a2582.sql,22,"{""N_SSS_A"": ""('5')"", ""N_SSS_B"": ""('3')"", ""N_SSS_C"": ""('Argentina:Atp',\n                    'Canada:PG',\n                    'Germany:16',\n                    'Germany:6',\n                    'UK:A')"", ""N_SSS_D"": ""('Adult',\n                    'Adventure',\n                    'Animation',\n                    'Biography',\n                    'Crime',\n                    'Drama',\n                    'Family',\n                    'Film-Noir',\n                    'Musical',\n                    'Mystery',\n                    'Sci-Fi',\n                    'Short',\n                    'Thriller',\n                    'War',\n                    'Western')"", ""N_SSS_E"": ""('episode',\n                   'movie',\n                   'tv movie',\n                   'tv series',\n                   'video game')"", ""N_SSS_F"": ""('actor',\n                   'composer')"", ""N_SSS_G"": ""('f')"", ""###_A"": ""1975"", ""###_B"": ""1925""}"
1a2788.sql,22,"{""N_SSS_A"": ""('6')"", ""N_SSS_B"": ""('18')"", ""N_SSS_C"": ""('4-Track Stereo',\n                    '70 mm 6-Track',\n                    'Dolby Digital',\n                    'Mono',\n                    'Stereo')"", ""N_SSS_D"": ""('Hal Roach Studios - 8822 Washington Blvd., Culver City, California, USA',\n                    'London, England, UK',\n                    'Los Angeles, California, USA',\n                    'Mexico',\n                    'New York City, New York, USA',\n                    'Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA',\n                    'Republic Studios - 4024 Radford Avenue, North Hollywood, Los Angeles, California, USA',\n                    'Revue Studios, Hollywood, Los Angeles, California, USA',\n                    'Stage 3, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA',\n                    'Stage 9, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA',\n                    'Universal Studios - 100 Universal City Plaza, Universal City, California, USA')"", ""N_SSS_E"": ""('movie',\n                   'tv movie',\n                   'video game',\n                   'video movie')"", ""N_SSS_F"": ""('actress',\n                   'cinematographer')"", ""N_SSS_G"": ""('f')"", ""###_A"": ""1975"", ""###_B"": ""1925""}"
11b206.sql,19,"{""N_SSS_A"": ""('tv mini series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('composer',\n                   'editor',\n                   'miscellaneous crew',\n                   'producer',\n                   'production designer',\n                   'writer')"", ""###_A"": ""1990"", ""###_B"": ""1945"", ""N_SSS_C"": ""('6')"", ""&&&_A"": ""'%mon%'"", ""&&&_B"": ""'%in%'"", ""N_SSS_D"": ""('38')""}"
11b144.sql,19,"{""N_SSS_A"": ""('episode',\n                   'tv movie',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('cinematographer',\n                   'composer',\n                   'director',\n                   'editor',\n                   'miscellaneous crew',\n                   'producer',\n                   'writer')"", ""###_A"": ""2015"", ""###_B"": ""1875"", ""N_SSS_C"": ""('5')"", ""&&&_A"": ""'%d%'"", ""&&&_B"": ""'%ista%'"", ""N_SSS_D"": ""('20')""}"
11b265.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'costume designer',\n                   'director',\n                   'editor',\n                   'miscellaneous crew',\n                   'producer',\n                   'writer')"", ""###_A"": ""1990"", ""###_B"": ""1945"", ""N_SSS_C"": ""('3')"", ""&&&_A"": ""'%sci%'"", ""&&&_B"": ""'%1905%'"", ""N_SSS_D"": ""('21')""}"
11b54.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'tv movie',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'actress',\n                   'cinematographer',\n                   'costume designer',\n                   'director',\n                   'guest',\n                   'miscellaneous crew',\n                   'production designer',\n                   'writer')"", ""###_A"": ""1990"", ""###_B"": ""1945"", ""N_SSS_C"": ""('6')"", ""&&&_A"": ""'%m%'"", ""&&&_B"": ""'%198%'"", ""N_SSS_D"": ""('23')""}"
11b125.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'tv movie',\n                   'tv series',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'composer',\n                   'director',\n                   'production designer')"", ""###_A"": ""1945"", ""###_B"": ""1875"", ""N_SSS_C"": ""('4')"", ""&&&_A"": ""'%spa%'"", ""&&&_B"": ""'%iss%'"", ""N_SSS_D"": ""('38')""}"
11b35.sql,19,"{""N_SSS_A"": ""('tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'actress',\n                   'guest')"", ""###_A"": ""1945"", ""###_B"": ""1875"", ""N_SSS_C"": ""('4')"", ""&&&_A"": ""'%e%'"", ""&&&_B"": ""'%ro%'"", ""N_SSS_D"": ""('26')""}"
11b126.sql,19,"{""N_SSS_A"": ""('movie',\n                   'tv mini series',\n                   'tv movie',\n                   'tv series',\n                   'video game')"", ""N_SSS_B"": ""('cinematographer',\n                   'composer',\n                   'director',\n                   'guest',\n                   'producer',\n                   'production designer',\n                   'writer')"", ""###_A"": ""2015"", ""###_B"": ""1990"", ""N_SSS_C"": ""('3')"", ""&&&_A"": ""'%ga%'"", ""&&&_B"": ""'%bo%'"", ""N_SSS_D"": ""('29')""}"
11b293.sql,19,"{""N_SSS_A"": ""('movie',\n                   'tv mini series',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'actress',\n                   'cinematographer',\n                   'costume designer',\n                   'director',\n                   'guest',\n                   'production designer',\n                   'writer')"", ""###_A"": ""1945"", ""###_B"": ""1875"", ""N_SSS_C"": ""('6')"", ""&&&_A"": ""'%di%'"", ""&&&_B"": ""'%us%'"", ""N_SSS_D"": ""('20')""}"
11b104.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'tv movie',\n                   'tv series')"", ""N_SSS_B"": ""('actor',\n                   'costume designer',\n                   'guest',\n                   'producer',\n                   'production designer')"", ""###_A"": ""2015"", ""###_B"": ""1875"", ""N_SSS_C"": ""('3')"", ""&&&_A"": ""'%ad%'"", ""&&&_B"": ""'%us%'"", ""N_SSS_D"": ""('38')""}"
11b136.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'actress',\n                   'cinematographer',\n                   'composer',\n                   'editor',\n                   'guest',\n                   'writer')"", ""###_A"": ""1990"", ""###_B"": ""1945"", ""N_SSS_C"": ""('4')"", ""&&&_A"": ""'%e%'"", ""&&&_B"": ""'%jo%'"", ""N_SSS_D"": ""('26')""}"
11b280.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'tv movie',\n                   'tv series',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'actress',\n                   'cinematographer',\n                   'composer',\n                   'editor',\n                   'miscellaneous crew',\n                   'production designer',\n                   'writer')"", ""###_A"": ""2015"", ""###_B"": ""1990"", ""N_SSS_C"": ""('8')"", ""&&&_A"": ""'%net%'"", ""&&&_B"": ""'%fa%'"", ""N_SSS_D"": ""('39')""}"
11b108.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actress',\n                   'composer',\n                   'director',\n                   'editor',\n                   'miscellaneous crew',\n                   'writer')"", ""###_A"": ""2015"", ""###_B"": ""1875"", ""N_SSS_C"": ""('4')"", ""&&&_A"": ""'%p%'"", ""&&&_B"": ""'%qv%'"", ""N_SSS_D"": ""('24')""}"
11b320.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('director',\n                   'guest',\n                   'miscellaneous crew',\n                   'producer')"", ""###_A"": ""2015"", ""###_B"": ""1875"", ""N_SSS_C"": ""('8')"", ""&&&_A"": ""'%mal%'"", ""&&&_B"": ""'%cz%'"", ""N_SSS_D"": ""('20')""}"
11b329.sql,19,"{""N_SSS_A"": ""('movie',\n                   'tv mini series',\n                   'tv movie',\n                   'video game')"", ""N_SSS_B"": ""('actress',\n                   'cinematographer',\n                   'costume designer',\n                   'editor',\n                   'guest',\n                   'producer',\n                   'production designer',\n                   'writer')"", ""###_A"": ""1945"", ""###_B"": ""1875"", ""N_SSS_C"": ""('6')"", ""&&&_A"": ""'%sil%'"", ""&&&_B"": ""'%1932%'"", ""N_SSS_D"": ""('23')""}"
11b285.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'cinematographer',\n                   'composer',\n                   'director',\n                   'miscellaneous crew',\n                   'producer',\n                   'production designer',\n                   'writer')"", ""###_A"": ""1990"", ""###_B"": ""1945"", ""N_SSS_C"": ""('8')"", ""&&&_A"": ""'%a%'"", ""&&&_B"": ""'%my%'"", ""N_SSS_D"": ""('29')""}"
11b147.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actress',\n                   'cinematographer',\n                   'costume designer',\n                   'director',\n                   'guest',\n                   'writer')"", ""###_A"": ""2015"", ""###_B"": ""1875"", ""N_SSS_C"": ""('4')"", ""&&&_A"": ""'%en%'"", ""&&&_B"": ""'%1898%'"", ""N_SSS_D"": ""('21')""}"
11b202.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actress',\n                   'cinematographer',\n                   'costume designer',\n                   'director',\n                   'editor',\n                   'guest',\n                   'miscellaneous crew',\n                   'producer',\n                   'production designer',\n                   'writer')"", ""###_A"": ""2015"", ""###_B"": ""1990"", ""N_SSS_C"": ""('4')"", ""&&&_A"": ""'%ger%'"", ""&&&_B"": ""'%sch%'"", ""N_SSS_D"": ""('26')""}"
11b41.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'actress',\n                   'costume designer',\n                   'director',\n                   'editor',\n                   'guest',\n                   'miscellaneous crew',\n                   'producer',\n                   'production designer',\n                   'writer')"", ""###_A"": ""2015"", ""###_B"": ""1990"", ""N_SSS_C"": ""('5')"", ""&&&_A"": ""'%u%'"", ""&&&_B"": ""'%%'"", ""N_SSS_D"": ""('37')""}"
11b146.sql,19,"{""N_SSS_A"": ""('episode',\n                   'tv series',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'director',\n                   'guest',\n                   'miscellaneous crew',\n                   'production designer')"", ""###_A"": ""2015"", ""###_B"": ""1875"", ""N_SSS_C"": ""('5')"", ""&&&_A"": ""'%:%'"", ""&&&_B"": ""'%31%'"", ""N_SSS_D"": ""('23')""}"
11b91.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'tv movie',\n                   'tv series',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'cinematographer',\n                   'composer',\n                   'costume designer',\n                   'editor',\n                   'guest',\n                   'miscellaneous crew',\n                   'production designer',\n                   'writer')"", ""###_A"": ""1990"", ""###_B"": ""1945"", ""N_SSS_C"": ""('4')"", ""&&&_A"": ""'%l%'"", ""&&&_B"": ""'%s%'"", ""N_SSS_D"": ""('38')""}"
11b261.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'actress',\n                   'cinematographer',\n                   'composer',\n                   'director',\n                   'editor',\n                   'guest',\n                   'producer',\n                   'production designer')"", ""###_A"": ""1990"", ""###_B"": ""1945"", ""N_SSS_C"": ""('3')"", ""&&&_A"": ""'%ro%'"", ""&&&_B"": ""'%pl%'"", ""N_SSS_D"": ""('37')""}"
11b326.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actress',\n                   'cinematographer',\n                   'miscellaneous crew',\n                   'producer')"", ""###_A"": ""1990"", ""###_B"": ""1945"", ""N_SSS_C"": ""('8')"", ""&&&_A"": ""'%gre%'"", ""&&&_B"": ""'%pr%'"", ""N_SSS_D"": ""('24')""}"
11b77.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actress',\n                   'composer',\n                   'costume designer',\n                   'director',\n                   'editor',\n                   'guest',\n                   'writer')"", ""###_A"": ""2015"", ""###_B"": ""1875"", ""N_SSS_C"": ""('3')"", ""&&&_A"": ""'%ac%'"", ""&&&_B"": ""'%qv%'"", ""N_SSS_D"": ""('24')""}"
11b1.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'tv series',\n                   'video game')"", ""N_SSS_B"": ""('actress',\n                   'cinematographer',\n                   'guest',\n                   'miscellaneous crew',\n                   'writer')"", ""###_A"": ""2015"", ""###_B"": ""1990"", ""N_SSS_C"": ""('5')"", ""&&&_A"": ""'%br%'"", ""&&&_B"": ""'%of%'"", ""N_SSS_D"": ""('38')""}"
11b298.sql,19,"{""N_SSS_A"": ""('movie',\n                   'tv movie',\n                   'video game')"", ""N_SSS_B"": ""('actor',\n                   'actress',\n                   'costume designer',\n                   'director',\n                   'editor',\n                   'guest',\n                   'miscellaneous crew',\n                   'production designer')"", ""###_A"": ""1990"", ""###_B"": ""1945"", ""N_SSS_C"": ""('5')"", ""&&&_A"": ""'%t%'"", ""&&&_B"": ""'%sept%'"", ""N_SSS_D"": ""('21')""}"
11b344.sql,19,"{""N_SSS_A"": ""('movie',\n                   'tv mini series',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'actress',\n                   'cinematographer',\n                   'composer',\n                   'costume designer',\n                   'editor',\n                   'guest',\n                   'miscellaneous crew',\n                   'producer',\n                   'writer')"", ""###_A"": ""2015"", ""###_B"": ""1875"", ""N_SSS_C"": ""('5')"", ""&&&_A"": ""'%spa%'"", ""&&&_B"": ""'%ing%'"", ""N_SSS_D"": ""('26')""}"
11b55.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'actress',\n                   'cinematographer',\n                   'costume designer',\n                   'director',\n                   'editor',\n                   'miscellaneous crew',\n                   'producer',\n                   'writer')"", ""###_A"": ""1945"", ""###_B"": ""1875"", ""N_SSS_C"": ""('5')"", ""&&&_A"": ""'%r%'"", ""&&&_B"": ""'%1914%'"", ""N_SSS_D"": ""('21')""}"
11b64.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv mini series',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actor',\n                   'cinematographer',\n                   'director',\n                   'editor',\n                   'guest',\n                   'miscellaneous crew')"", ""###_A"": ""1945"", ""###_B"": ""1875"", ""N_SSS_C"": ""('2')"", ""&&&_A"": ""'%w%'"", ""&&&_B"": ""'%cas%'"", ""N_SSS_D"": ""('26')""}"
11b124.sql,19,"{""N_SSS_A"": ""('episode',\n                   'movie',\n                   'tv movie',\n                   'tv series',\n                   'video game',\n                   'video movie')"", ""N_SSS_B"": ""('actress',\n                   'cinematographer',\n                   'editor',\n                   'miscellaneous crew',\n                   'production designer')"", ""###_A"": ""1990"", ""###_B"": ""1945"", ""N_SSS_C"": ""('2')"", ""&&&_A"": ""'%whi%'"", ""&&&_B"": ""'%can%'"", ""N_SSS_D"": ""('39')""}"
